UNITID,EFYTOTLT2011,EFYTOTLT2010
176336,132,7255
176336,132,5371
176354,2767,5371
176354,2767,1226
176372,19040,1071
176372,15176,155
176372,3864,4678
176390,268,4678
176390,268,18586
176406,1012,15328
176406,1012,3258
176451,162,2731
176451,162,867
176479,5704,1864
176479,3482,3166
176479,2222,2860
176549,546,306
176549,546,3496
176600,222,3008
176600,222,488
176619,561,5305
176619,561,3262
176628,2262,2043
176628,1387,129
176628,875,129
176637,1803,14177
176637,1803,14177
176664,601,21143
176664,512,16189
176664,89,4954
176716,196,4488
176716,196,4488
176734,27,11524
176734,27,11524
176770,911,8319
176770,876,8319
176770,35,1151
176789,402,1151
176789,337,96
176789,65,96
176798,201,2901
176798,201,2901
176910,378,18711
176910,378,14833
176938,755,3878
176938,755,278
176947,1292,278
176947,1292,1043
176965,14322,1043
176965,11240,153
176965,3082,153
176983,100,4770
176983,100,2833
176992,27,1937
176992,27,583
177038,700,583
177038,161,290
177038,539,290
177056,98,530
177056,98,530
177065,30588,2273
177065,29320,1294
177065,1268,979
177083,123,1880
177083,117,1880
177083,6,658
177092,561,556
177092,561,102
177117,313,226
177117,313,226
177126,876,28
177126,876,28
177135,6098,719
177135,6098,707
177144,902,12
177144,902,371
177162,2273,296
177162,2273,75
177214,7817,159
177214,7099,159
177214,718,422
177250,6206,422
177250,6206,714
177278,210,714
177278,210,1180
177287,368,1180
177287,368,13864
177302,2179,10887
177302,2179,2977
177339,2230,104
177339,1866,104
177339,364,35
177418,3197,35
177418,1946,699
177418,1251,143
177427,315,556
177427,315,72
177436,38,72
177436,38,29446
177472,19054,28173
177472,19054,1273
177542,1419,123
177542,1392,115
177542,27,8
177551,2010,562
177551,2010,562
177579,556,314
177579,556,314
177588,108,915
177588,108,915
177603,143,6403
177603,143,6403
177676,8114,836
177676,8114,836
177685,77,7051
177685,77,7051
177719,970,3094
177719,794,2303
177719,176,791
177746,880,7698
177746,880,6976
177807,46,722
177807,46,6061
177816,125,6061
177816,47,228
177816,78,228
177834,4244,386
177834,4244,386
177870,16,2232
177870,16,2232
177931,49,2113
177931,49,1840
177940,4152,273
177940,3910,3551
177940,242,2259
177968,17309,1292
177968,9269,280
177968,8040,280
177977,1326,38
177977,1326,38
177986,1242,17383
177986,81,17383
177986,1161,1284
177995,10374,1244
177995,10374,40
178004,212,2184
178004,212,2184
178022,8747,550
178022,8747,550
178059,4444,116
178059,3520,116
178059,924,180
178077,245,180
178077,245,7815
178110,271,7815
178110,271,68
178183,434,68
178183,434,828
178208,1369,693
178208,409,135
178208,960,829
178217,6053,829
178217,6053,45
178226,1297,45
178226,1297,115
178244,5914,48
178244,4008,67
178244,1906,4213
178262,234,4213
178262,234,13
178305,2103,13
178305,2103,40
178314,28,40
178314,28,43
178341,6980,43
178341,6861,4139
178341,119,3882
178350,155,257
178350,155,17351
178369,1941,8787
178369,1941,8564
178387,7503,1303
178387,7267,1303
178387,236,1267
178396,35788,97
178396,26625,1170
178396,9163,10499
178402,20512,10499
178402,13879,220
178402,6633,220
178411,8086,8523
178411,5795,8523
178411,2291,4223
178420,21177,3394
178420,16446,829
178420,4731,291
178448,7803,291
178448,7803,375
178466,152,375
178466,152,520
178484,490,520
178484,490,1075
178518,367,389
178518,367,686
178527,95,5792
178527,95,5792
178563,108,1655
178563,108,1655
178606,21,5610
178606,21,3770
178615,6801,1840
178615,5898,300
178615,903,300
178624,8322,1896
178624,6792,1896
178624,1530,6989
178679,726,6850
178679,726,139
178697,1544,197
178697,1544,197
178721,22678,1910
178721,21449,1910
178721,1229,7051
178767,267,6901
178767,267,150
178785,8532,34729
178785,8532,25706
178828,79,9023
178828,79,20043
178891,2671,13343
178891,2671,6700
178989,692,7615
178989,508,5514
178989,184,2101
179043,3425,20933
179043,2287,16195
179043,1138,4738
179052,213,7303
179052,213,7303
179070,837,166
179070,837,166
179159,20461,535
179159,14472,535
179159,5989,351
179195,61,351
179195,61,90
179201,2237,90
179201,2237,80
179229,83,80
179229,83,6575
179238,58,5670
179238,58,905
179256,384,8518
179256,384,6659
179265,1262,1859
179265,706,683
179265,556,683
179308,45588,1518
179308,45588,1518
179317,276,24023
179317,276,22814
179326,4499,1209
179326,3293,257
179326,1206,257
179344,2822,8097
179344,2822,8097
179399,29,80
179399,29,80
179450,127,2334
179450,127,2334
179511,499,559
179511,499,370
179539,6800,189
179539,6800,3578
179548,1306,2353
179548,974,1225
179548,332,217
179557,13426,217
179557,11583,1041
179557,1843,1041
179566,23399,18380
179566,19094,18380
179566,4305,19253
179645,5274,13441
179645,5274,5812
179715,2399,62
179715,2399,62
179724,41,2021
179724,41,2021
179742,57,76
179742,57,76
179812,1085,61
179812,1085,61
179867,15185,389
179867,7954,389
179867,7231,1249
179894,26006,678
179894,4472,571
179894,21534,11551
179919,1228,11551
179919,1228,13257
179946,1171,13257
179946,1171,321
179955,1181,321
179955,1181,4513
179964,3470,3268
179964,1378,1245
179964,2092,2685
179991,49,2685
179991,49,32
180054,732,32
180054,732,140
180063,68,140
180063,68,398
180081,776,398
180081,776,6234
180090,113,6234
180090,113,1439
180106,1525,1072
180106,1525,367
180151,1304,13279
180151,1304,11217
180160,555,2062
180160,555,23334
180179,6651,18906
180179,5777,4428
180179,874,4639
180197,4077,4639
180197,4077,2460
180203,231,2460
180203,231,34
180212,787,34
180212,787,45
180249,2737,45
180249,2737,1108
180258,1263,1108
180258,1167,14336
180258,96,7502
180276,2004,6834
180276,2004,26191
180328,869,4664
180328,869,21527
180373,732,1280
180373,732,1280
180391,60,1104
180391,60,1104
180416,2752,1162
180416,2557,1162
180416,195,3796
180461,15427,1386
180461,12764,2410
180461,2663,55
180489,18472,55
180489,15589,1788
180489,2883,1788
180522,1658,773
180522,1528,773
180522,130,63
180595,1086,63
180595,996,801
180595,90,801
180647,1566,1484
180647,1566,1484
180692,1901,1774
180692,1901,1774
180771,79,666
180771,79,666
180814,15251,4651
180814,10788,3854
180814,4463,797
180832,1312,4153
180832,924,4153
180832,388,496
180878,633,496
180878,553,790
180878,80,790
180902,13419,3430
180902,13419,3430
180948,3771,1082
180948,2829,987
180948,942,95
180957,225,1785
180957,225,1785
180984,2367,960
180984,1474,960
180984,893,715
181002,8826,715
181002,4723,60
181002,4103,60
181020,1084,3116
181020,1084,2916
181093,579,200
181093,463,14702
181093,116,12052
181127,1434,2650
181127,1192,17742
181127,242,14975
181136,61,2767
181136,61,1613
181145,22,1499
181145,22,114
181190,609,1001
181190,609,903
181215,8245,98
181215,5708,1663
181215,2537,1663
181242,877,1839
181242,863,1839
181242,14,84
181297,934,84
181297,814,16185
181297,120,11848
181303,32650,4337
181303,32650,1156
181312,5390,857
181312,5390,299
181330,1151,606
181330,1126,565
181330,25,41
181376,156,13658
181376,156,13658
181394,17617,3523
181394,13916,2732
181394,3701,791
181400,1366,281
181400,1341,281
181400,25,2051
181419,261,1330
181419,261,721
181428,3748,8373
181428,1083,4482
181428,2665,3891
181446,3737,1004
181446,3329,1004
181446,408,621
181464,27443,496
181464,20681,125
181464,6762,1402
181491,7717,1141
181491,7717,261
181534,3392,56
181534,2879,56
181534,513,22
181543,59,22
181543,59,510
181604,1227,510
181604,935,8252
181604,292,5548
181640,19401,2704
181640,19401,967
181738,1076,967
181738,1003,29
181738,73,29
181756,1004,873
181756,1004,775
181765,397,98
181765,397,34923
181783,4377,34923
181783,3277,5855
181783,1100,5855
181792,16,790
181792,16,762
181817,8758,28
181817,8758,141
181853,507,141
181853,507,17622
181880,270,13581
181880,270,4041
181941,1066,1593
181941,1066,1593
182005,61662,201
182005,61662,201
182111,1780,3477
182111,1780,999
182148,1930,2478
182148,1930,3726
182209,592,3388
182209,592,338
182281,36235,26951
182281,27657,20284
182281,8578,6667
182290,21029,7390
182290,16325,7390
182290,4704,3275
182306,5195,2694
182306,5195,581
182397,393,52
182397,393,52
182430,442,1252
182430,374,943
182430,68,309
182458,1275,19569
182458,518,19569
182458,757,1051
182500,18405,978
182500,18405,73
182564,7851,982
182564,7851,982
182634,1247,435
182634,1247,435
182652,119,4452
182652,119,3088
182661,847,1364
182661,770,16
182661,77,16
182670,6580,7470
182670,4684,7470
182670,1896,452
182704,183,452
182704,183,276
182722,187,276
182722,187,617
182795,2866,617
182795,2078,62748
182795,788,62748
182829,495,1769
182829,495,1769
182865,5185,1994
182865,5185,1994
182883,28,557
182883,28,557
182892,87,35719
182892,87,26839
182908,369,8880
182908,369,20095
182917,56,15571
182917,56,4524
182953,220,4832
182953,220,4832
182980,2532,251
182980,1068,251
182980,1464,374
182999,95,315
182999,95,59
183026,13324,1268
183026,8329,503
183026,4995,765
183035,64,19282
183035,64,19282
183044,16798,7826
183044,13570,7826
183044,3228,1183
183062,5942,1183
183062,5663,127
183062,279,127
183071,2233,1097
183071,1549,996
183071,684,101
183080,7538,6615
183080,4830,4613
183080,2708,2002
183099,6152,193
183099,6152,193
183105,1544,206
183105,1544,206
183114,1885,2906
183114,1885,2241
183123,2395,665
183123,2395,544
183132,4588,544
183132,4588,5963
183141,3410,5963
183141,3410,44
183150,2909,44
183150,2909,60
183202,53,60
183202,53,414
183211,3027,414
183211,1786,68
183211,1241,68
183239,2015,212
183239,2015,212
183248,177,2602
183248,177,1129
183257,2802,1473
183257,2437,75
183257,365,75
183275,78,12343
183275,78,7670
183345,169,4673
183345,169,74
183488,783,74
183488,783,16449
183600,52,13366
183600,52,3083
183655,11219,6912
183655,11219,6651
183725,904,261
183725,904,2157
183743,23777,1489
183743,23777,668
183789,4938,7457
183789,4938,4676
183804,7031,2781
183804,3063,5764
183804,3968,5764
183822,2542,1578
183822,2527,1578
183822,15,1699
183859,22446,1699
183859,22446,2245
183877,17479,2245
183877,17479,4182
183910,2692,4182
183910,1858,3115
183910,834,3115
183938,23052,2812
183938,23052,2812
183974,3387,41
183974,2337,41
183974,1050,2932
183983,164,1765
183983,164,1167
184047,572,2046
184047,572,2046
184056,1745,235
184056,1745,235
184092,1001,2632
184092,1001,2237
184135,2295,395
184135,2295,68
184144,223,68
184144,223,221
184153,63,221
184153,56,1495
184153,7,1495
184180,13936,43
184180,13936,43
184205,5486,11053
184205,5486,11053
184269,3068,819
184269,3068,819
184278,235,23625
184278,235,23625
184320,2393,4977
184320,2393,4977
184348,3102,6455
184348,2058,2896
184348,1044,3559
184357,74,2511
184357,74,2511
184427,446,22830
184427,446,22830
184481,17414,16705
184481,17414,16705
184506,224,2508
184506,224,1673
184603,10746,835
184603,7402,23379
184603,3344,23379
184612,2580,3787
184612,2121,2640
184612,459,1147
184694,3614,113
184694,2606,113
184694,1008,732
184746,261,732
184746,261,1784
184773,3280,1784
184773,2166,843
184773,1114,843
184782,13176,1922
184782,11266,1922
184782,1910,217
184791,10152,217
184791,10152,47
184816,363,41
184816,363,6
184870,650,13901
184870,650,13901
184959,2003,5828
184959,2003,5828
184968,132,3153
184968,132,3074
184995,12608,79
184995,12608,232
185129,10605,232
185129,7817,2661
185129,2788,2661
185174,78,3046
185174,78,2014
185262,18956,1032
185262,14982,54
185262,3974,54
185332,587,460
185332,587,460
185396,2524,18087
185396,2524,18087
185466,363,219
185466,363,219
185509,13803,10771
185509,13803,7108
185536,19505,3663
185536,19505,2434
185572,7407,1990
185572,5086,444
185572,2321,3919
185590,21834,2642
185590,16654,1277
185590,5180,276
185624,55,276
185624,55,3518
185651,164,2227
185651,164,1291
185679,582,12870
185679,582,10961
185721,738,1909
185721,738,9863
185730,138,9863
185730,138,364
185758,234,364
185758,234,778
185767,360,778
185767,360,976
185828,10622,976
185828,7041,148
185828,3581,148
185873,16387,12192
185873,16387,12192
185916,316,11061
185916,316,7804
185970,308,3257
185970,308,73
186016,506,73
186016,506,17845
186034,13446,13773
186034,13446,4072
186052,1230,465
186052,1230,465
186122,551,2883
186122,551,2883
186131,8004,246
186131,5216,246
186131,2788,13731
186186,284,13731
186186,284,18657
186201,7016,18657
186201,6694,7478
186201,322,5185
186274,307,2293
186274,307,21627
186283,6747,16388
186283,5292,5239
186283,1455,120
186335,152,120
186335,152,177
186371,7276,177
186371,5451,585
186371,1825,585
186380,43885,747
186380,34171,747
186380,9714,156
186399,14275,156
186399,9354,238
186399,4921,238
186405,14,364
186405,14,364
186423,87,10195
186423,87,6643
186432,3743,3552
186432,2875,15653
186432,868,15653
186469,1970,317
186469,1970,317
186584,11114,286
186584,5819,286
186584,5295,480
186593,266,480
186593,266,12588
186618,2279,12588
186618,1324,1384
186618,955,1384
186645,12227,612
186645,12227,612
186867,7208,7802
186867,2483,5297
186867,4725,2505
186876,9102,250
186876,8038,250
186876,1064,7010
186900,64,6666
186900,64,344
187000,233,364
187000,233,364
187046,20251,7153
187046,19140,5588
187046,1111,1565
187134,8486,156
187134,6958,156
187134,1528,7092
187161,2249,5145
187161,2249,1947
187198,17486,41916
187198,17486,32643
187222,7887,9273
187222,1585,13729
187222,6302,8742
187444,13616,4987
187444,11560,16
187444,2056,16
187505,2301,77
187505,2301,77
187532,43062,3899
187532,43062,2929
187596,1143,970
187596,1143,2037
187602,194,2037
187602,194,10942
187620,13358,5710
187620,13358,5232
187639,6854,225
187639,6854,225
187648,6868,2500
187648,5399,1442
187648,1469,1058
187666,6761,11666
187666,6761,11666
187745,391,7201
187745,391,2287
187897,4814,4914
187897,2726,8599
187897,2088,7674
187903,5368,925
187903,5368,64
187912,519,64
187912,519,152
187958,3999,152
187958,3999,18736
187967,2291,17722
187967,1580,1014
187967,711,8221
187976,1442,6680
187976,1442,1541
187985,33304,2080
187985,23919,2080
187985,9385,18272
187994,6107,18272
187994,6107,6411
188003,3169,915
188003,3169,5496
188021,2869,13027
188021,2869,10810
188030,21692,2217
188030,17036,1629
188030,4656,1629
188049,3474,41506
188049,3474,41506
188058,3259,862
188058,3192,862
188058,67,156
188100,11826,156
188100,11826,12673
188137,7555,12673
188137,7555,6309
188146,562,6309
188146,556,6410
188146,6,5076
188182,667,1334
188182,342,6468
188182,325,6468
188207,141,475
188207,141,475
188216,995,4746
188216,995,2698
188225,2272,2048
188225,2272,5166
188261,1685,5166
188261,1685,456
188304,4611,456
188304,3735,3849
188304,876,3849
188340,1923,2411
188340,1896,1636
188340,27,775
188429,10175,1387
188429,5549,1387
188429,4626,31782
188438,5285,22630
188438,5285,9152
188465,835,5857
188465,835,5857
188517,1335,3413
188517,1335,3413
188526,1609,2761
188526,1134,2761
188526,475,21689
188535,747,16982
188535,747,4707
188580,834,3398
188580,834,3398
188641,2543,3079
188641,1957,3079
188641,586,11604
188650,1150,11604
188650,1150,7526
188669,96,7526
188669,96,268
188678,250,239
188678,250,29
188687,540,775
188687,540,539
188696,148,236
188696,148,152
188854,1460,152
188854,1460,990
188890,3064,990
188890,3064,2085
188915,70,2085
188915,70,2016
188942,110,2016
188942,110,3949
188988,629,3314
